detected_at,ticker,eps_actual,eps_estimate,surprise,surprise_pct,result,event_date,year,quarter
2026-03-11T23:23:45.585521,PATH,0.3,0.2597,0.0403,15.517905275317675,BEAT,2026-03-11,2026,4
