symbol,signal_date,score,signal,entry_lag,hold_days,entry_date,exit_date,entry_open,exit_close,pnl
DOCN,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,28.100000381469727,28.450000762939453,0.012455529420580752
FSLR,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,165.02000427246094,166.82000732421875,0.010907786966153913
GOOGL,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,175.74000549316406,182.97000122070312,0.041140295331447994
GTLB,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,44.75,42.56999969482422,-0.048715090618453215
HOOD,2025-06-30,3,LONG,1,10,2025-07-01,2025-07-16,95.01200103759766,103.25,0.0867048254161329
INTC,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,22.329999923706055,22.690000534057617,0.016121836613594315
KTOS,2025-06-30,3,LONG,1,10,2025-07-01,2025-07-16,46.279998779296875,54.279998779296875,0.1728608515776098
MSTR,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,395.70001220703125,455.8999938964844,0.15213540518658447
NTDOY,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,23.5,21.690000534057617,-0.07702125386988863
NU,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,13.729999542236328,13.850000381469727,0.008740046848818236
ORCL,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,219.3000030517578,241.3000030517578,0.1003191960503881
PLUG,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,1.4500000476837158,1.5199999809265137,0.048275814441950095
ROKU,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,86.73999786376953,90.9000015258789,0.04795946235372193
RUN,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,8.199999809265137,10.34000015258789,0.260975657695111
S,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,18.139999389648438,17.719999313354492,-0.0231532574655773
SHOP,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,114.30999755859375,120.0,0.04977694482487966
SHOP,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,114.30999755859375,120.0,0.04977694482487966
SOFI,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,18.0,21.389999389648438,0.1883332994249132
TTWO,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,242.42999267578125,238.72999572753906,-0.015262125397126314
TWLO,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,124.55999755859375,122.16000366210938,-0.019267774113076744
UPST,2025-06-30,2,LONG,1,10,2025-07-01,2025-07-16,63.63999938964844,76.95999908447266,0.2093023227934038
NIO,2025-09-30,2,LONG,1,10,2025-10-01,2025-10-15,7.789999961853027,6.820000171661377,-0.12451858728390983
PATH,2025-09-30,2,LONG,1,10,2025-10-01,2025-10-15,13.520000457763672,16.690000534057617,0.23446745332568514
S,2025-09-30,2,LONG,1,10,2025-10-01,2025-10-15,17.649999618530273,16.850000381469727,-0.04532573679042172
SNAP,2025-09-30,2,LONG,1,10,2025-10-01,2025-10-15,7.539999961853027,7.909999847412109,0.04907160310756169
