symbol,signal_date,score,signal,entry_lag,hold_days,entry_date,exit_date,entry_open,exit_close,pnl
TWLO,2025-09-30,2,LONG,1,10,2025-10-01,2025-10-15,101.30999755859375,107.86000061035156,0.06465307679007243
WOLF,2025-09-30,3,LONG,1,10,2025-10-01,2025-10-15,28.670000076293945,32.43000030517578,0.13114754861793065
XYL,2025-09-30,2,LONG,1,10,2025-10-01,2025-10-15,146.39999389648438,145.77000427246094,-0.004303207993771412
AFRM,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,68.12000274658203,67.43000030517578,-0.010129219224684651
AI,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,24.329999923706055,24.219999313354492,-0.004521192383744435
APP,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,347.0,363.30999755859375,0.04700287480862752
BE,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,23.420000076293945,37.619998931884766,0.6063193343011241
COIN,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,339.9800109863281,377.4800109863281,0.11030060235367195
DOCN,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,28.100000381469727,27.799999237060547,-0.010676197165001199
FSLR,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,165.02000427246094,179.1300048828125,0.08550478878339408
GOOGL,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,175.74000549316406,196.52999877929688,0.11829971910944034
GTLB,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,44.75,46.16999816894531,0.03173180265799581
HOOD,2025-06-30,3,LONG,1,20,2025-07-01,2025-07-30,95.01200103759766,106.0999984741211,0.11670102003362452
INTC,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,22.329999923706055,20.34000015258789,-0.08911776882746575
KTOS,2025-06-30,3,LONG,1,20,2025-07-01,2025-07-30,46.279998779296875,58.0099983215332,0.2534572137344931
MSTR,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,395.70001220703125,395.0400085449219,-0.0016679394534970583
NTDOY,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,23.5,21.459999084472656,-0.08680854959690824
NU,2025-06-30,2,LONG,1,20,2025-07-01,2025-07-30,13.729999542236328,12.619999885559082,-0.08084484294865829
