symbol,date,release_time,entry_date,eps_actual,eps_estimate,eps_surprise_raw,eps_surprise_pct,sue,rev_actual,rev_estimate,rev_surprise_pct,close_prev_day,open_day1,gap_pct,volume_day1,avg_volume_20d,volume_ratio,guidance_flag,ret_1d,ret_5d,ret_10d,ret_20d,earnings_date,score,signal,reasons
AVAV,2026-03-10,AMC,2026-03-11,-3.21055,0.721,-3.93155,-5.452912621359224,-15.236136750969909,-10800000.0,484432550.0,-1.022294125363789,221.57000732421875,204.5,-0.077041146183836,5216600.0,2145855.0,2.431012347059797,0,,,,,2026-03-10,-4,NONE,SUE very weak; EPS strong miss; Revenue miss; Negative gap; High volume
NIO,2026-03-10,AMC,2026-03-11,0.01,-0.00508,0.01508,2.9685039370078736,0.1328919665961022,4885228533.0,3654967760.0,0.3365996237953136,5.699999809265137,5.690000057220459,-0.0017543425226828,77843900.0,41465095.0,1.877335624095399,0,,,,,2026-03-10,3,LONG,EPS strong beat; Revenue beat; High volume
