year,count,mean,median,std,sharpe,t_stat,win_rate
2018,69,0.009372217856322317,0.0037117607557712,0.05579035939399048,0.16798991722092863,1.3954290551169977,0.5217391304347826
2019,75,0.005517213581527711,-0.0021784892145174,0.05215935237130142,0.1057761135961369,0.9160480148784311,0.44
2020,81,-0.0089981396118382,-0.0092449103325693,0.0434293161910171,-0.20719045108288792,-1.8647140597459912,0.4567901234567901
2021,81,0.00046365547243032933,-0.0028635319447357,0.04827100402655151,0.00960525851451723,0.08644732663065506,0.4444444444444444
2022,81,0.011749194154429632,0.0097429058138853,0.09042516680961414,0.12993278938779287,1.1693951044901356,0.5432098765432098
2023,75,-0.0022773868138465016,-0.0017626746226165,0.04947817756729794,-0.04602810624439239,-0.3986150929573296,0.49333333333333335
2024,87,0.0013989276228668216,-0.005408349524478,0.052752992189603144,0.02651845070396841,0.2473476416165633,0.4482758620689655
2025,87,-0.0005890147826063648,-0.0026338565017732,0.04227536863407602,-0.01393281245409626,-0.12995662303495245,0.4482758620689655
2026,15,-0.009202838162605559,-0.0234899103338132,0.05269137731713498,-0.17465548693510505,-0.6764377922234089,0.4
