symbol,date,release_time,entry_date,eps_actual,eps_estimate,eps_surprise_raw,eps_surprise_pct,sue,rev_actual,rev_estimate,rev_surprise_pct,close_prev_day,open_day1,gap_pct,volume_day1,avg_volume_20d,volume_ratio,guidance_flag,ret_1d,ret_5d,ret_10d,ret_20d,earnings_date,score,signal,reasons,signal_date,entry_open,entry_year,ret_3d,ret_close_1d,ret_close_3d,ret_close_5d,ret_close_10d,ret_close_20d,pnl_1d,pnl_3d,pnl_5d,pnl_10d,pnl_20d
TWLO,2020-05-06,AMC,2020-05-07,0.06,-0.11,0.1699999999999999,1.5454545454545454,11.081683960239722,364868000.0,668924666.0,-0.4545454540018412,122.4000015258789,152.39999389648438,0.2450979738285591,31103100.0,2553980.0,12.178286439204692,0,0.09586614957658861,0.2209318554868465,0.2657480421390901,0.21751975382485994,2020-05-06,4,LONG,SUE very strong; EPS strong beat; Revenue miss; Positive gap; High volume,2020-05-06,152.39999389648438,2020,0.22703416987678626,0.1790683047104204,0.24862205319630593,0.25892393893840876,0.27296593024650556,0.2907481272438881,0.09586614957658861,0.22703416987678626,0.2209318554868465,0.2657480421390901,0.21751975382485994
KTOS,2020-05-07,AMC,2020-05-08,0.09,0.06,0.03,0.5,0.8596667217841104,168900000.0,131366666.0,0.2857142922390981,14.960000038146973,16.260000228881836,0.0868984082499968,1803900.0,810680.0,2.225168993931021,0,0.043665379734221646,-0.07318576367200032,0.023985201977777395,0.19495695151733336,2020-05-07,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2020-05-07,16.260000228881836,2020,-0.0030751010888896003,0.0393603555128885,-0.030750307070222218,-0.03813037372888881,0.01599017375288903,0.1961869919528892,0.043665379734221646,-0.0030751010888896003,-0.07318576367200032,0.023985201977777395,0.19495695151733336
UBER,2020-05-07,AMC,2020-05-08,-0.64,-0.79,0.15,0.189873417721519,0.2031918523567092,3543000000.0,3026773828.0,0.170553269367043,30.93000030517578,32.59000015258789,0.0536695710001117,69458100.0,28333435.0,2.4514535565490028,0,-0.018717416615388505,-0.010125861598944573,0.04786748591552675,0.16201284917384706,2020-05-07,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2020-05-07,32.59000015258789,2020,-0.008898463153407365,-0.029150069300138248,0.01319424066162933,-0.003682078285453362,0.06873279128502624,0.13777237365585765,-0.018717416615388505,-0.008898463153407365,-0.010125861598944573,0.04786748591552675,0.16201284917384706
DDOG,2020-05-11,AMC,2020-05-12,0.06,0.01,0.0499999999999999,4.999999999999999,,131248000.0,21874666.0,5.000000182859935,55.68999862670898,61.869998931884766,0.1109714573096047,24947300.0,3096545.0,8.056495222901653,0,0.07709714789255391,0.095038001771889,0.12898011443352114,0.22385651410898516,2020-05-11,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2020-05-11,61.869998931884766,2020,0.05058996479959829,0.1312429137234091,0.08550193666640586,0.1323743133683531,0.08000647888145454,0.26491035214644393,0.07709714789255391,0.05058996479959829,0.095038001771889,0.12898011443352114,0.22385651410898516
TTWO,2020-05-20,AMC,2020-05-21,1.66,0.88,0.7799999999999999,0.8863636363636362,4.878646032599235,760541000.0,627446324.0,0.2121212140530446,146.83999633789062,142.13999938964844,-0.0320076073648702,7409600.0,1892145.0,3.915978955101221,0,-0.017517978780471285,-0.05002111046068682,-0.118756137089496,0.001266412940363512,2020-05-20,4,LONG,SUE very strong; EPS strong beat; Revenue beat; Negative gap; High volume,2020-05-20,142.13999938964844,2020,-0.08231319120924561,-0.01146760158865744,-0.05360908364927457,-0.042000853006461315,-0.09307721812543189,0.00330660772985309,-0.017517978780471285,-0.08231319120924561,-0.05002111046068682,-0.118756137089496,0.001266412940363512
BOX,2020-05-27,AMC,2020-05-28,0.1,0.05,0.05,1.0,0.7136558656541481,183561000.0,91780500.0,1.0,19.63999938964844,20.09000015258789,0.0229124631835087,11654300.0,2178375.0,5.349997130888851,0,-0.02936785207101603,-0.059233475610717075,-0.059233475610717075,0.015430535768435536,2020-05-27,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2020-05-27,20.09000015258789,2020,-0.02289701285851081,-0.005475391215335197,-0.016426078705805574,-0.0681931721666474,-0.10502740638753869,0.042807396904911504,-0.02936785207101603,-0.02289701285851081,-0.059233475610717075,-0.059233475610717075,0.015430535768435536
CRWD,2020-06-02,AMC,2020-06-03,0.02,-0.06,0.08,1.3333333333333337,3.0418764025174942,178078000.0,534234000.0,-0.6666666666666666,92.25,99.9800033569336,0.0837940743299034,21051500.0,5126355.0,4.106524031207359,0,-0.05751150036945101,-0.04980999389602672,0.016603280425872512,0.00020000642523502663,2020-06-02,4,LONG,SUE very strong; EPS strong beat; Revenue miss; Positive gap; High volume,2020-06-02,99.9800033569336,2020,-0.06111222649731823,-0.0400080002570094,-0.04550913081603003,-0.027605541543913772,-0.012902589239990082,0.02970587609109762,-0.05751150036945101,-0.06111222649731823,-0.04980999389602672,0.016603280425872512,0.00020000642523502663
ASML,2020-07-15,AMC,2020-07-16,2.25,1.68,0.5700000000000001,0.3392857142857143,1.950214413821488,3742141382.0,3291764284.0,0.1368193646759914,375.4299926757813,374.1000061035156,-0.0035425687830279,2240900.0,682905.0,3.281422745477043,0,0.03028598339324954,0.042635609273525846,-0.0487837468651367,0.006629191200985373,2020-07-15,4,LONG,SUE positive; EPS strong beat; Revenue beat; High volume,2020-07-15,374.1000061035156,2020,0.04822242248221215,0.02536752226555448,0.02598236049751238,0.027078333914834177,-0.030392929515326864,0.0017642439223236692,0.03028598339324954,0.04822242248221215,0.042635609273525846,-0.0487837468651367,0.006629191200985373
IBM,2020-07-20,AMC,2020-07-21,2.18,2.14,0.04,0.0186915887850467,1.2921165649396,18123000000.0,17291669724.0,0.0480769231236329,120.8126220703125,125.3919677734375,0.0379045303764687,16063004.0,5543083.5,2.8978462980036293,0,-0.040103676362500014,-0.040713641111709276,-0.05596215139830084,-0.04696552120255722,2020-07-20,4,LONG,SUE positive; Revenue beat; Positive gap; High volume,2020-07-20,125.3919677734375,2020,-0.03568156883055185,-0.018984415081224792,-0.04094235507602625,-0.05100637794961308,-0.04056116513549796,-0.04757548595176648,-0.040103676362500014,-0.03568156883055185,-0.040713641111709276,-0.05596215139830084,-0.04696552120255722
DOV,2020-07-22,AMC,2020-07-23,1.13,0.93,0.1999999999999998,0.21505376344086,3.202563076101742,1499175000.0,1233834292.0,0.2150537634757196,105.19000244140624,105.4000015258789,0.0019963787394113,712500.0,865040.0,0.8236613335799501,0,0.0039848023042218855,0.0007590306441793041,-0.007969676993590078,0.03766604519192886,2020-07-22,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-07-22,105.4000015258789,2020,0.0023719164742005945,0.0010436490394599663,-0.005977275841479135,-0.00815939846206175,-0.0015180612883586083,0.04354835172145269,0.0039848023042218855,0.0023719164742005945,0.0007590306441793041,-0.007969676993590078,0.03766604519192886
IEX,2020-07-23,AMC,2020-07-24,1.1,1.0,0.1,0.1,2.970442628930023,561249000.0,510226363.0,0.10000000137194,170.91000366210938,170.33999633789062,-0.0033351314259267,622200.0,442330.0,1.4066420997897495,0,-0.01056711923479957,-0.035458456122963236,-0.02160380858809886,0.03545854570139103,2020-07-23,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-07-23,170.33999633789062,2020,-0.023247572738131262,-0.004579070072008515,-0.021956030966187548,-0.03240571288214829,-0.0164377310787518,0.04995896412222726,-0.01056711923479957,-0.023247572738131262,-0.035458456122963236,-0.02160380858809886,0.03545854570139103
INTC,2020-07-23,AMC,2020-07-24,1.23,1.11,0.1199999999999998,0.1081081081081079,2.4710336029964863,19728000000.0,17803317073.0,0.1081081081187347,60.400001525878906,52.150001525878906,-0.1365894005228661,182269900.0,21190015.0,8.601688106402944,0,-0.02147656210568357,-0.07708533729896035,-0.0694151992456921,-0.06001919418088614,2020-07-23,4,LONG,SUE very strong; EPS strong beat; Revenue beat; Negative gap; High volume,2020-07-23,52.150001525878906,2020,-0.051006706991026864,-0.049472708639795304,-0.07823589092380041,-0.08475554850078379,-0.07900292667369381,-0.05503360810368954,-0.02147656210568357,-0.051006706991026864,-0.07708533729896035,-0.0694151992456921,-0.06001919418088614
SWKS,2020-07-23,AMC,2020-07-24,1.25,1.13,0.1200000000000001,0.1061946902654868,12.53359122881024,736800000.0,660172800.0,0.1160714285714285,135.33999633789062,131.47000122070312,-0.0285946152054389,3028100.0,1679125.0,1.803379736469888,0,0.016277472957925577,0.09842551396712496,0.13113261833946957,0.0667832866644429,2020-07-23,4,LONG,SUE very strong; EPS strong beat; Revenue beat; Negative gap; High volume,2020-07-23,131.47000122070312,2020,0.033543801788714925,0.0397048845533981,0.037879331264164026,0.1073248686342113,0.098121197054138,0.08047464617645878,0.016277472957925577,0.033543801788714925,0.09842551396712496,0.13113261833946957,0.0667832866644429
AXP,2020-07-24,AMC,2020-07-27,0.29,-0.11,0.3999999999999999,3.636363636363636,3.1022669373179244,7682000000.0,3009827586.0,1.55230566552459,95.33000183105467,94.63999938964844,-0.0072380407862477,3501800.0,4661290.0,0.7512512630623711,0,0.011834348624314713,-0.014053273876079091,0.051246814300503665,0.02155537752201714,2020-07-24,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-07-24,94.63999938964844,2020,0.0004226639453224572,-0.0023246113918211665,0.00010568614005678837,-0.011622976344201136,0.07375320585322251,0.04955623913411853,0.011834348624314713,0.0004226639453224572,-0.014053273876079091,0.051246814300503665,0.02155537752201714
LSCC,2020-07-28,AMC,2020-07-29,0.17,0.15,0.02,0.1333333333333334,1.5894388284780538,100589000.0,88754999.0,0.1333333461025671,31.11000061035156,30.989999771118164,-0.0038573075178105,3600500.0,1412540.0,2.548954365894063,0,-0.04065828454946043,0.030332382736371365,-0.050661494237486754,-0.05001610998736128,2020-07-28,4,LONG,SUE positive; EPS strong beat; Revenue beat; High volume,2020-07-28,30.989999771118164,2020,0.0048402587814817925,0.0012907685002509588,0.007099042109691319,0.010325901813089065,-0.0354953336429159,-0.037108732720999946,-0.04065828454946043,0.0048402587814817925,0.030332382736371365,-0.050661494237486754,-0.05001610998736128
TENB,2020-07-28,AMC,2020-07-29,0.04,-0.05,0.09,1.7999999999999998,2.644391377121716,107209000.0,134011250.0,-0.2,30.3700008392334,34.65999984741211,0.1412577836559256,5228900.0,867400.0,6.028245330873876,0,-0.03029426548422057,-0.026255044761059183,-0.04472011667294562,0.03173682859099104,2020-07-28,4,LONG,SUE very strong; EPS strong beat; Revenue miss; Positive gap; High volume,2020-07-28,34.65999984741211,2020,-0.018753650569546632,-0.07761109480381219,-0.005481783829931858,-0.021638776783087572,-0.027697607867829654,0.06001159377414109,-0.03029426548422057,-0.018753650569546632,-0.026255044761059183,-0.04472011667294562,0.03173682859099104
SHOP,2020-07-29,AMC,2020-07-30,0.11,0.00138,0.10862,78.71014492753623,17.83054083330462,714341000.0,6803247.62,103.99999998530112,105.35900115966795,104.83000183105467,-0.0050209220170149,27839000.0,30989450.0,0.8983379827651023,0,0.015930536485506335,0.04292664238671153,-0.041304986696775715,0.03192788384630937,2020-07-29,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-07-29,104.83000183105469,2020,0.024525413532389954,-0.02318038979997348,0.030239417281076847,0.037994864441607365,-0.04617002654531444,0.004960379986489356,0.015930536485506335,0.024525413532389954,0.04292664238671153,-0.041304986696775715,0.03192788384630937
MA,2020-07-30,AMC,2020-07-31,1.36,1.16,0.2000000000000001,0.1724137931034484,6.053199267663801,3335000000.0,2844558823.0,0.1724137933216507,309.0,310.0,0.0032362459546925,4684400.0,3659465.0,1.2800778255837943,0,0.0032258064516129032,0.05806451612903226,0.05054843041204637,0.15316132576234878,2020-07-30,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-07-30,310.0,2020,0.02054837134576613,0.00835482689642137,0.05806451612903226,0.05812899681829637,0.05419350900957661,0.18103224231350806,0.0032258064516129032,0.02054837134576613,0.05806451612903226,0.05054843041204637,0.15316132576234878
ITW,2020-07-31,AMC,2020-08-03,1.01,0.7,0.31,0.4428571428571429,6.003124186621502,2564000000.0,1777029702.0,0.4428571436449743,184.9900054931641,185.83999633789065,0.0045947933374053,1001500.0,1000770.0,1.000729438332484,0,0.0002690650707229779,0.027173930000385902,0.05865265481094423,0.07441886624830346,2020-07-31,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-07-31,185.83999633789062,2020,0.013398652293539565,-0.004035729739449439,0.011353856284603024,0.053755949688033954,0.057737899256191494,0.06301122979240854,0.0002690650707229779,0.013398652293539565,0.027173930000385902,0.05865265481094423,0.07441886624830346
ACLS,2020-08-04,AMC,2020-08-05,0.39,0.27,0.12,0.4444444444444444,2.1372232577949086,122965000.0,85129615.0,0.4444444509704408,30.440000534057617,29.0,-0.0473061927987314,2094600.0,307020.0,6.822356849716631,0,-0.09275863910543508,-0.07068962886415679,-0.11172413003855738,-0.1606896499107624,2020-08-04,4,LONG,SUE very strong; EPS strong beat; Revenue beat; Negative gap; High volume,2020-08-04,29.0,2020,-0.0993103158885035,-0.11586209001212285,-0.09724136878704202,-0.0700000236774313,-0.11620692549080684,-0.12758623320480872,-0.09275863910543508,-0.0993103158885035,-0.07068962886415679,-0.11172413003855738,-0.1606896499107624
KTOS,2020-08-04,AMC,2020-08-05,0.08,0.05,0.03,0.6,1.3887301496588274,170400000.0,127800000.0,0.3333333333333333,18.6299991607666,19.46999931335449,0.0450885770492608,1701800.0,1806280.0,0.942157362092256,0,-0.009244910332569316,0.0005136224568316636,0.0020544898273266543,0.013353889987222626,2020-08-04,4,LONG,SUE positive; EPS strong beat; Revenue beat; Positive gap,2020-08-04,19.469999313354492,2020,-0.0025680143206914417,-0.02876217183830503,-0.009244910332569316,-0.009244910332569316,-0.0015407694070281145,0.02259889828325882,-0.009244910332569316,-0.0025680143206914417,0.0005136224568316636,0.0020544898273266543,0.013353889987222626
LDOS,2020-08-04,AMC,2020-08-05,1.55,1.07,0.48,0.4485981308411214,4.627737743517129,2914000000.0,2049200000.0,0.4220183486238532,92.2699966430664,92.11000061035156,-0.0017339984668447,1235100.0,1055185.0,1.1705056459293868,0,-0.02345026216259332,0.04451197966510843,-0.0030398303923733555,-0.024861588322147805,2020-08-04,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-08-04,92.11000061035156,2020,0.00825102737156054,-0.011942226325395041,0.025078683566246186,0.02497017735878,0.005319703186653372,-0.005102607942554992,-0.02345026216259332,0.00825102737156054,0.04451197966510843,-0.0030398303923733555,-0.024861588322147805
TDG,2020-08-04,AMC,2020-08-05,1.54,0.99,0.55,0.5555555555555556,2.370667632871751,1022000000.0,643727272.0,0.587628867773059,448.739990234375,452.1199951171875,0.0075322123197603,490600.0,385900.0,1.2713138118683598,0,0.03092101905978427,0.105126955880324,0.07562152262817828,0.11266920948320994,2020-08-04,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-08-04,452.1199951171875,2020,0.05695390665773522,0.0441254808955315,0.06734940399868566,0.10256125722811398,0.0678802149271269,0.11729186798197619,0.03092101905978427,0.05695390665773522,0.105126955880324,0.07562152262817828,0.11266920948320994
EPAM,2020-08-06,AMC,2020-08-07,1.46,1.21,0.25,0.2066115702479339,17.677669529663756,632383000.0,524098239.0,0.2066115719194393,297.4800109863281,298.2099914550781,0.0024538807374978,351600.0,292285.0,1.2029354910446994,0,-0.004694657914221053,0.035545442497731984,0.019415877102810192,0.08202281168818876,2020-08-06,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-08-06,298.2099914550781,2020,0.02276921880380628,0.0017438031794730624,0.04691331998532504,0.03272864774919935,0.03470710707248296,0.06066193909071512,-0.004694657914221053,0.02276921880380628,0.035545442497731984,0.019415877102810192,0.08202281168818876
FSLR,2020-08-06,AMC,2020-08-07,0.39,0.23,0.16,0.6956521739130435,0.2404011776918947,642411000.0,422155800.0,0.5217391304347826,64.45999908447266,69.0999984741211,0.071982616437333,5480800.0,1465305.0,3.740381695278457,0,0.05542694523342249,0.09565847693653856,0.06989872558193456,0.049204075267125426,2020-08-06,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2020-08-06,69.0999984741211,2020,0.014327031629968836,0.049204075267125426,0.06410999136034537,0.07539796236643728,0.07235890174256038,0.04283645658228512,0.05542694523342249,0.014327031629968836,0.09565847693653856,0.06989872558193456,0.049204075267125426
FTNT,2020-08-06,AMC,2020-08-07,0.16,0.13,0.03,0.2307692307692307,5.999999999999992,615500000.0,487896341.0,0.2615384627366984,27.902000427246094,26.18600082397461,-0.0615009525122013,20981500.0,7449850.0,2.8163654301764467,0,0.00183298047943165,-0.02619723525505051,0.02214923644144376,-0.08355615839923153,2020-08-06,4,LONG,SUE very strong; EPS strong beat; Revenue beat; Negative gap; High volume,2020-08-06,26.18600082397461,2020,-0.027648396395194234,-0.030932610853254782,-0.03230736442244981,-0.025433450899504304,0.005957314025501919,-0.10150465372365633,0.00183298047943165,-0.027648396395194234,-0.02619723525505051,0.02214923644144376,-0.08355615839923153
PLUG,2020-08-06,AMC,2020-08-07,-0.03,-0.09,0.06,0.6666666666666666,3.133397807202559,68070000.0,226900000.0,-0.7,10.729999542236328,10.949999809265137,0.0205032876434733,36721400.0,21907145.0,1.6762293763062237,0,0.09223746543148277,0.03561647033023347,0.22831050625997928,0.10958902558608077,2020-08-06,4,LONG,SUE very strong; EPS strong beat; Revenue miss; Positive gap; High volume,2020-08-06,10.949999809265137,2020,-0.042009136635578044,0.0995433946643184,-0.029223716931342503,0.04109587370808699,0.18082196624654773,0.0739726423493937,0.09223746543148277,-0.042009136635578044,0.03561647033023347,0.22831050625997928,0.10958902558608077
ON,2020-08-08,AMC,2020-08-10,0.12,0.01787,0.10213,5.715165081141578,4.95403267699214,1213500000.0,202250000.0,5.0,20.84000015258789,20.959999084472656,0.0057581060943449,10311900.0,7225280.0,1.4271972850879135,0,0.05343515687761191,0.06202295807218004,0.005725231129532638,0.0386451053755566,2020-08-08,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-08-08,20.959999084472656,2020,0.06297717842701242,0.05868327782972836,0.04484735568304378,0.04770992574807927,0.02051528263158795,-0.0014312395327869241,0.05343515687761191,0.06297717842701242,0.06202295807218004,0.005725231129532638,0.0386451053755566
BIDU,2020-08-13,AMC,2020-08-14,2.08,1.39,0.6900000000000002,0.4964028776978418,3.011645914259356,3687152030.0,2440840263.0,0.5106076730593493,124.56999969482422,118.4000015258789,-0.0495303699450973,11662400.0,2925060.0,3.987063513227079,0,-0.0034628687231879787,0.026520264773494298,0.07364865800949486,0.024915514444460555,2020-08-13,4,LONG,SUE very strong; EPS strong beat; Revenue beat; Negative gap; High volume,2020-08-13,118.4000015258789,2020,0.04839523356160301,0.0466215926683066,0.03640200593791129,0.034206041977778746,0.08952701298575771,0.02939185542813049,-0.0034628687231879787,0.04839523356160301,0.026520264773494298,0.07364865800949486,0.024915514444460555
GLOB,2020-08-13,AMC,2020-08-14,0.51,0.48,0.03,0.0625,2.598076211353316,182708000.0,171960470.0,0.0625000036345562,180.72000122070312,183.57000732421875,0.015770285990841,344000.0,249125.0,1.3808329152032113,0,-0.0348641330278417,-0.04118326804895979,-0.025930215044432277,-0.04183694300891971,2020-08-13,4,LONG,SUE very strong; Revenue beat; Positive gap,2020-08-13,183.57000732421875,2020,-0.041237713254805894,-0.035681226727791594,-0.0628643464862976,-0.05327675354292826,-0.039875835006588284,-0.05354906269461044,-0.0348641330278417,-0.041237713254805894,-0.04118326804895979,-0.025930215044432277,-0.04183694300891971
BOX,2020-08-26,AMC,2020-08-27,0.18,0.13,0.0499999999999999,0.3846153846153845,0.6496162384341994,192293000.0,128195333.0,0.500000003900298,19.290000915527344,21.030000686645508,0.0902021611475178,14075000.0,1666420.0,8.44625004500666,0,-0.02520212407706051,-0.043747030254647816,-0.12933909329020532,-0.18830246612098178,2020-08-26,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2020-08-26,21.030000686645508,2020,-0.07275323997574049,-0.048977682026400494,-0.04660016251008886,-0.09557775383993346,-0.15454112667070993,-0.1721350794597061,-0.02520212407706051,-0.07275323997574049,-0.043747030254647816,-0.12933909329020532,-0.18830246612098178
ESTC,2020-08-26,AMC,2020-08-27,0.06,-0.18,0.24,1.3333333333333333,4.618802153517004,128870000.0,386610000.0,-0.6666666666666666,112.9800033569336,117.52999877929688,0.040272572908222,2499100.0,1121350.0,2.2286529629464487,0,-0.05224197612031295,-0.10907853167682058,-0.121500884264557,-0.13553986616718897,2020-08-26,4,LONG,SUE very strong; EPS strong beat; Revenue miss; Positive gap; High volume,2020-08-26,117.52999877929688,2020,-0.07317279472001491,-0.0607504421322785,-0.06474943154421335,-0.13281715963993776,-0.14243170286425896,-0.09478430618014069,-0.05224197612031295,-0.07317279472001491,-0.10907853167682058,-0.121500884264557,-0.13553986616718897
DOV,2020-10-20,AMC,2020-10-21,1.6,1.32,0.28,0.2121212121212121,4.567308881747118,1748256000.0,1442311200.0,0.2121212121212121,114.23999786376952,113.9499969482422,-0.0025385234677014,687900.0,677895.0,1.014758922842033,0,0.004036917298700144,-0.041421621041837206,0.020096542140036186,0.1054849021007048,2020-10-20,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-10-20,113.94999694824219,2020,0.008249253765519743,0.011320763054634232,-0.0011408271777051074,-0.040895095721954995,0.0010531175936453804,0.09135589241689718,0.004036917298700144,0.008249253765519743,-0.041421621041837206,0.020096542140036186,0.1054849021007048
SNAP,2020-10-20,AMC,2020-10-21,0.01,-0.06,0.0699999999999999,1.1666666666666663,4.996370134328148,678668000.0,3393340000.0,-0.8,28.450000762939453,34.970001220703125,0.2291739993995707,254363100.0,17361400.0,14.651070766182452,0,0.05633392442776271,0.15270231530408057,0.18844723827708773,0.12410637692567482,2020-10-20,4,LONG,SUE very strong; EPS strong beat; Revenue miss; Positive gap; High volume,2020-10-20,34.970001220703125,2020,0.23505853929279857,0.11438375351362295,0.18015438996698657,0.2256219363520456,0.20074350050659004,0.16185300685838255,0.05633392442776271,0.23505853929279857,0.15270231530408057,0.18844723827708773,0.12410637692567482
TSLA,2020-10-21,AMC,2020-10-22,0.25,0.18,0.07,0.3888888888888889,1.4928113180254643,8771000000.0,6809065789.0,0.2881355933099503,140.8800048828125,147.30667114257812,0.0456180155949844,119979600.0,139539990.0,0.8598223348016579,0,-0.04543816016134429,-0.07232079503702653,-0.0308201150002745,0.11332364466551825,2020-10-21,4,LONG,SUE positive; EPS strong beat; Revenue beat; Positive gap,2020-10-21,147.30667114257812,2020,-0.04109348666703267,-0.04817612382158902,-0.039011631580637446,-0.07035215855991729,-0.008666765417878182,0.12977462970885312,-0.04543816016134429,-0.04109348666703267,-0.07232079503702653,-0.0308201150002745,0.11332364466551825
TWLO,2020-10-26,AMC,2020-10-27,0.04,-0.05,0.09,1.7999999999999998,1.019810096467953,447969000.0,223984500.0,1.0,300.6199951171875,297.67999267578125,-0.0097797967173147,5935000.0,3545465.0,1.673969422910676,0,-0.047970972623779806,-0.08237029567646445,-0.09298573420058152,0.014512252857127332,2020-10-26,4,LONG,SUE positive; EPS strong beat; Revenue beat; High volume,2020-10-26,297.67999267578125,2020,-0.039135965409583265,-0.002418708809521222,-0.06285270060274474,-0.058149684172583836,-0.10554952863216906,-0.019080868098406683,-0.047970972623779806,-0.039135965409583265,-0.08237029567646445,-0.09298573420058152,0.014512252857127332
AMD,2020-10-27,AMC,2020-10-28,0.41,0.36,0.0499999999999999,0.1388888888888888,4.330127018922191,2801000000.0,2459414634.0,0.1388888889566557,78.87999725341797,78.7300033569336,-0.0019015454070375,76529900.0,52599435.0,1.4549566929758846,0,-0.02514928581873633,0.01930644707552325,0.0083830306690406,0.08929249942268365,2020-10-27,4,LONG,SUE very strong; EPS strong beat; Revenue beat,2020-10-27,78.7300033569336,2020,-0.036580779372707393,-0.009018248235660194,-0.051187682419125566,0.03327822946112909,0.03238911867947619,0.10135901673165977,-0.02514928581873633,-0.036580779372707393,0.01930644707552325,0.0083830306690406,0.08929249942268365
FISV,2020-10-27,AMC,2020-10-28,1.2,1.15,0.05,0.0434782608695652,10.000000000000036,3786000000.0,67533600.0,55.06098297736238,96.61000061035156,97.0,0.004036842844266,9223300.0,3848190.0,2.3967891398293744,0,-0.034845332509463596,0.04608248681137242,0.11350517666216978,0.1836082222535438,2020-10-27,4,LONG,SUE very strong; Revenue beat; High volume,2020-10-27,97.0,2020,-0.0008247611448936856,-0.012680446978696842,0.002989700160075709,0.04319590145779639,0.10680413000362436,0.18536085934983088,-0.034845332509463596,-0.0008247611448936856,0.04608248681137242,0.11350517666216978,0.1836082222535438
IEX,2020-10-27,AMC,2020-10-28,1.4,1.2,0.1999999999999999,0.1666666666666666,3.954134437913616,581113000.0,498096857.0,0.1666666670012736,186.0,176.5399932861328,-0.0508602511498235,1125000.0,388075.0,2.8989241770276366,0,-0.0215814982637876,0.030984487531034662,0.11147620189762505,0.10331939609627713,2020-10-27,4,LONG,SUE very strong; EPS strong beat; Revenue beat; Negative gap; High volume,2020-10-27,176.5399932861328,2020,-0.02022200181940366,-0.04423925374198609,0.01257506120499839,0.0020392014503369787,0.08440019101577609,0.0857029877546787,-0.0215814982637876,-0.02022200181940366,0.030984487531034662,0.11147620189762505,0.10331939609627713
LSCC,2020-10-27,AMC,2020-10-28,0.19,0.16,0.03,0.1875,2.9999999999999973,103042000.0,86772210.0,0.1875000072027668,34.310001373291016,33.900001525878906,-0.0119498639172681,1537900.0,1021460.0,1.505590037789047,0,-0.02271387678775948,0.0884955712379491,0.141592891475131,0.21297926492699976,2020-10-27,4,LONG,SUE very strong; EPS strong beat; Revenue beat; Negative gap; High volume,2020-10-27,33.900001525878906,2020,0.03244833110940619,0.025368635898077595,0.0342182830442228,0.13067846919693987,0.17846604615760978,0.21032439328874375,-0.02271387678775948,0.03244833110940619,0.0884955712379491,0.141592891475131,0.21297926492699976
MSFT,2020-10-27,AMC,2020-10-28,1.82,1.54,0.28,0.1818181818181818,9.005745292637465,37154000000.0,31438000000.0,0.1818181818181818,213.25,207.6699981689453,-0.0261664798642658,51195600.0,27293260.0,1.875759802969671,0,-0.017335151328878376,0.0305773879689146,0.02272837319940299,0.035826082279605945,2020-10-27,4,LONG,SUE very strong; EPS strong beat; Revenue beat; Negative gap; High volume,2020-10-27,207.6699981689453,2020,-0.01627584587381164,-0.014205214880592829,-0.02571385556399143,0.041989701437803076,0.04276017220161176,0.029855044074292895,-0.017335151328878376,-0.01627584587381164,0.0305773879689146,0.02272837319940299,0.035826082279605945
TT,2020-10-28,AMC,2020-10-29,1.72,1.35,0.3699999999999999,0.2740740740740739,1.3510489751794093,3495500000.0,2743168604.0,0.2742563453456614,127.83999633789062,127.8499984741211,7.823949090261517e-05,1740500.0,1023600.0,1.7003712387651426,0,0.03511926411699082,0.09503325514969219,0.1058271925707539,0.14415330876133184,2020-10-28,4,LONG,SUE positive; EPS strong beat; Revenue beat; High volume,2020-10-28,127.8499984741211,2020,0.08580374642959548,0.03832617586515455,0.10488851148034424,0.10379348299916068,0.12154869848256503,0.12240908652843449,0.03511926411699082,0.08580374642959548,0.09503325514969219,0.1058271925707539,0.14415330876133184
