symbol,date,release_time,entry_date,eps_actual,eps_estimate,eps_surprise_raw,eps_surprise_pct,sue,rev_actual,rev_estimate,rev_surprise_pct,close_prev_day,open_day1,gap_pct,volume_day1,avg_volume_20d,volume_ratio,guidance_flag,ret_1d,ret_5d,ret_10d,ret_20d,earnings_date,score,signal,reasons,signal_date,entry_open,entry_year,ret_3d,ret_close_1d,ret_close_3d,ret_close_5d,ret_close_10d,ret_close_20d,pnl_1d,pnl_3d,pnl_5d,pnl_10d,pnl_20d
SEDG,2018-02-14,AMC,2018-02-15,0.85,0.63,0.2199999999999999,0.3492063492063492,,189340000.0,144789411.0,0.3076923145988901,36.900001525878906,42.09999847412109,0.1409213206832877,4414300.0,753340.0,5.859638410279555,0,0.08669837667862543,0.15083141375222878,0.1567696562477404,0.31353922188509115,2018-02-14,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-02-14,42.099998474121094,2018,0.13420431664271834,0.09263661917413704,0.13539194701974275,0.18764849910232287,0.20902620833032054,0.29334923364450755,0.08669837667862543,0.13420431664271834,0.15083141375222878,0.1567696562477404,0.31353922188509115
FIVN,2018-02-21,AMC,2018-02-22,0.07,0.04091,0.02909,0.7110730872647275,,55403000.0,51420906.0,0.0774411481586886,26.96999931335449,29.71999931335449,0.1019651490550208,1096800.0,322070.0,3.405470860371969,0,0.039367432817140516,0.011776594534188166,0.05585463949409309,0.04374162767308788,2018-02-21,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-02-21,29.719999313354492,2018,0.006729500927329566,-0.0006728987509112371,-0.0010093802150054304,0.020861401532899934,0.07907134709837522,0.046433415208564276,0.039367432817140516,0.006729500927329566,0.011776594534188166,0.05585463949409309,0.04374162767308788
SNPS,2018-02-21,AMC,2018-02-22,1.1,1.0,0.1,0.1,,769426000.0,699454545.0,0.100037172537066,88.45999908447266,91.1500015258789,0.0304092524219619,3378500.0,1173545.0,2.878884064948511,0,-0.06527706503600463,-0.07109164287938953,-0.0455293632079716,-0.059572136196115365,2018-02-21,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-02-21,91.1500015258789,2018,-0.05759736601331206,-0.06483821791743397,-0.06812944575441988,-0.07262756594362217,-0.027537049854221233,-0.06966536881865251,-0.06527706503600463,-0.05759736601331206,-0.07109164287938953,-0.0455293632079716,-0.059572136196115365
TXT,2018-04-18,AMC,2018-04-19,0.72,0.48,0.24,0.5,,3296000000.0,2197333333.0,0.5000000002275485,63.9900016784668,64.9800033569336,0.0154711931942321,3696800.0,1838700.0,2.0105509327242075,0,0.010772497877495037,-0.023084083367275018,-0.04339802037299495,0.009233586382341605,2018-04-18,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-04-18,64.9800033569336,2018,0.0035394846977107944,0.009387395343862242,-0.01092654166185769,-0.02092958379177601,-0.03708838931372907,0.019390496179491064,0.010772497877495037,0.0035394846977107944,-0.023084083367275018,-0.04339802037299495,0.009233586382341605
TXN,2018-04-24,AMC,2018-04-25,1.35,1.11,0.24,0.2162162162162162,,3789000000.0,3115400000.0,0.2162162162162162,98.41999816894533,101.45999908447266,0.0308880407649363,12696000.0,5391410.0,2.354857078204032,0,0.02523159453670377,0.017938100840203437,0.04474670763349279,0.07914447912237148,2018-04-24,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-04-24,101.45999908447266,2018,0.014488480524026464,0.012418708334320282,-0.00029567099908899946,0.014784151523115465,0.059925112220754646,0.09471713677377973,0.02523159453670377,0.014488480524026464,0.017938100840203437,0.04474670763349279,0.07914447912237148
AMD,2018-04-25,AMC,2018-04-26,0.11,0.09,0.02,0.2222222222222222,,1647000000.0,1347545454.0,0.2222222227169489,9.710000038146973,10.869999885559082,0.1194644534351083,145284100.0,50331685.0,2.88653360204412,0,0.030358778949433413,0.0027598650678043145,0.10211588485404616,0.20147199237481664,2018-04-25,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-04-25,10.869999885559082,2018,-0.0036798493352486364,0.02207909601149182,0.023919064546380465,0.005519817870137281,0.11591538566212503,0.23367065212461005,0.030358778949433413,-0.0036798493352486364,0.0027598650678043145,0.10211588485404616,0.20147199237481664
META,2018-04-25,AMC,2018-04-26,1.69,1.35,0.3399999999999998,0.2518518518518517,,11966000000.0,9558639053.0,0.2518518518851744,159.69000244140625,173.22000122070312,0.0847266489601396,77556900.0,37071205.0,2.092106258752582,0,0.020725068194154657,0.011026461428526377,0.05732590119964983,0.07308626932740295,2018-04-25,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-04-25,173.22000122070312,2018,-0.007043073617974962,0.002135983804295681,0.0036947199234400262,0.004618421926567893,0.07106568220669467,0.07337484912544288,0.020725068194154657,-0.007043073617974962,0.011026461428526377,0.05732590119964983,0.07308626932740295
AMZN,2018-04-26,AMC,2018-04-27,0.16,0.06,0.1,1.6666666666666667,,51042000000.0,19667559633.0,1.595238095241727,75.89800262451172,81.70050048828125,0.0764512590993478,261064000.0,123983400.0,2.1056367223354093,0,-0.03152368067378814,-0.043794137224418994,-0.01408805294561928,-0.018977839219292667,2018-04-26,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-04-26,81.70050048828125,2018,-0.03245386345689951,-0.04154193881431157,-0.03936939565106631,-0.03247225980347846,-0.01903293487655958,-0.014602123442660549,-0.03152368067378814,-0.03245386345689951,-0.043794137224418994,-0.01408805294561928,-0.018977839219292667
BIDU,2018-04-26,AMC,2018-04-27,2.6,1.73,0.8700000000000001,0.5028901734104047,,3325641645.0,2142172862.0,0.5524618502986152,238.69000244140625,253.9499969482422,0.0639322734540671,8015600.0,2304520.0,3.478208043323556,0,-0.0010238019687353146,-0.012207091482495174,0.06682424368349515,-0.05304194283352742,2018-04-26,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-04-26,253.9499969482422,2018,-0.011931477911828532,-0.012010250397362426,-0.016341775728905363,-0.008741883234421089,0.06284704432235143,-0.039968474181762075,-0.0010238019687353146,-0.011931477911828532,-0.012207091482495174,0.06682424368349515,-0.05304194283352742
FSLR,2018-04-26,AMC,2018-04-27,0.78,-0.08,0.86,10.75,,567265000.0,58181025.0,8.75000010742334,75.08000183105469,76.0,0.0122535714772023,3826000.0,1276520.0,2.9972111678626265,0,0.027763165925678453,-0.1360525833932977,-0.03710525914242393,-0.1043421092786287,2018-04-26,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-04-26,76.0,2018,-0.11197371231882196,-0.06697363602487665,-0.10500004417017887,-0.12671049017655223,-0.0423684371145148,-0.10197368421052631,0.027763165925678453,-0.11197371231882196,-0.1360525833932977,-0.03710525914242393,-0.1043421092786287
INTC,2018-04-26,AMC,2018-04-27,0.87,0.72,0.15,0.2083333333333333,,16066000000.0,13296000000.0,0.2083333333333333,53.04999923706055,55.43999862670898,0.0450518270314845,69888100.0,30263765.0,2.309299586485687,0,-0.05194800369332062,-0.06890331510549283,-0.014790759652529512,-0.011544000820737917,2018-04-26,4,LONG,EPS strong beat; Revenue beat; Positive gap; High volume,2018-04-26,55.439998626708984,2018,-0.04238814091508562,-0.06890331510549283,-0.0564573833144009,-0.04797979641598724,-0.013888897489847944,0.0,-0.05194800369332062,-0.04238814091508562,-0.06890331510549283,-0.014790759652529512,-0.011544000820737917
